sif_style	Annotation	count	etype	matchType	matchType	filenames
YBR160W (d) YKL213C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YBR160W (d) YER020W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YFR028C (u) YHR094C		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR094C (u) YFR028C		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR165C (u) YPL077C		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL077C (u) YHR165C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR245C (u) YLR233C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR233C (u) YGR245C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBL079W (u) YPR132W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR132W (u) YBL079W		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR200W (u) YOR039W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR039W (u) YHR200W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOL117W (u) YPR016C		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR016C (u) YOL117W		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR023C (u) YPL051W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL051W (u) YBR023C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBL026W (u) YOR007C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR007C (u) YBL026W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR283C (u) YML058W		1.0	ppi			rewired-BG-network-66_1_bgnet
YML058W (u) YDR283C		1.0	ppi			rewired-BG-network-66_1_bgnet
YKL110C (u) YNL186W		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL186W (u) YKL110C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR156C (u) YOR290C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR290C (u) YOR156C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBL016W (d) YNR002C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YHR079C (d) YAL031C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YBL016W (d) YGR096W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YDR016C (u) YOL139C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOL139C (u) YDR016C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL223C (u) YGR120C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR120C (u) YGL223C		1.0	ppi			rewired-BG-network-66_1_bgnet
YAL017W (d) PDE2RA69		1.0			Shared_Interaction	NaCl_module_edges_Randomized_1
SNR128 (u) YDL140C		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL140C (u) SNR128		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR193C (u) YGR038W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR038W (u) YBR193C		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL154C (d) YPL203W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YAL013W (u) YGL105W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL105W (u) YAL013W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL116W (u) YDR155C		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR155C (u) YDL116W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR510W (u) YLR262C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR262C (u) YDR510W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR347C (u) YOR361C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR361C (u) YLR347C		1.0	ppi			rewired-BG-network-66_1_bgnet
YKR018C (u) YOL103WA		1.0	ppi			rewired-BG-network-66_1_bgnet
YOL103WA (u) YKR018C		1.0	ppi			rewired-BG-network-66_1_bgnet
SNR19 (u) YDL184C		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL184C (u) SNR19		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL084W (u) YKL114C		1.0	ppi			rewired-BG-network-66_1_bgnet
YKL114C (u) YDL084W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR102C (d) YNL031C		1.0	ubiquitination			rewired-BG-network-66_1_bgnet
YHR082C (d) YOR273C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YJL189W (u) YLR310C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR310C (u) YJL189W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR079CA (u) YOL082W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOL082W (u) YDR079CA		1.0	ppi			rewired-BG-network-66_1_bgnet
YCL043C (u) YCR030C		1.0	ppi			rewired-BG-network-66_1_bgnet
YCR030C (u) YCL043C		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL207W (u) YNR009W		1.0	ppi			rewired-BG-network-66_1_bgnet
YNR009W (u) YDL207W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR308C (u) YNL307C		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL307C (u) YDR308C		1.0	ppi			rewired-BG-network-66_1_bgnet
YKL168C (u) YMR168C		1.0	ppi			rewired-BG-network-66_1_bgnet
YMR168C (u) YKL168C		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL208W (u) YLR288C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR288C (u) YDL208W		1.0	ppi			rewired-BG-network-66_1_bgnet
CDC14RD36 (d) YER008C		1.0			Constituent	NaCl_module_edges_Randomized_1
YBR072W (u) YMR001C		1.0	ppi			rewired-BG-network-66_1_bgnet
YMR001C (u) YBR072W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL088C (u) YDR499W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR499W (u) YDL088C		1.0	ppi			rewired-BG-network-66_1_bgnet
YER012W (u) YNL131W		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL131W (u) YER012W		1.0	ppi			rewired-BG-network-66_1_bgnet
YJL187C (d) YML030W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YOR267C (d) YMR005W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YHR113W (u) YOL051W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOL051W (u) YHR113W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL112C (u) YLR251W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR251W (u) YGL112C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR044C (d) YGL207W		1.0	metabolic_pathway			rewired-BG-network-66_1_bgnet
YDR228C (u) YGL044C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL044C (u) YDR228C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJL176C (u) YLL036C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLL036C (u) YJL176C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJL106W (d) YHL021C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YJR110W (u) YKL139W		1.0	ppi			rewired-BG-network-66_1_bgnet
YKL139W (u) YJR110W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL060W (u) YKL145W		1.0	ppi			rewired-BG-network-66_1_bgnet
YKL145W (u) YDL060W		1.0	ppi			rewired-BG-network-66_1_bgnet
YIL075C (u) YMR246W		1.0	ppi			rewired-BG-network-66_1_bgnet
YMR246W (u) YIL075C		1.0	ppi			rewired-BG-network-66_1_bgnet
YCL032W (u) YLR353W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR353W (u) YCL032W		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR159W (u) YOR374W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR374W (u) YBR159W		1.0	ppi			rewired-BG-network-66_1_bgnet
YMR127C (u) YPL213W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL213W (u) YMR127C		1.0	ppi			rewired-BG-network-66_1_bgnet
YHL007C (d) YIL094C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YPL031C (d) YMR061W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YPL031C (d) YPR133C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YDR334W (u) YJR022W		1.0	ppi			rewired-BG-network-66_1_bgnet
YJR022W (u) YDR334W		1.0	ppi			rewired-BG-network-66_1_bgnet
YHL004W (u) YIL070C		1.0	ppi			rewired-BG-network-66_1_bgnet
YIL070C (u) YHL004W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR138W (u) YMR043W		1.0	ppi			rewired-BG-network-66_1_bgnet
YMR043W (u) YDR138W		1.0	ppi			rewired-BG-network-66_1_bgnet
YEL032W (u) YPR162C		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR162C (u) YEL032W		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR079C (d) YHR200W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YBR081C (u) YJR066W		1.0	ppi			rewired-BG-network-66_1_bgnet
YJR066W (u) YBR081C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR253C (u) YLR318W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR318W (u) YGR253C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL060W (u) YJL081C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJL081C (u) YGL060W		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR082C (d) YHR107C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YGL180W (d) YOL018C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YKL101W (d) YOR027W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YIL019W (u) YJR072C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJR072C (u) YIL019W		1.0	ppi			rewired-BG-network-66_1_bgnet
CYC1 (u) YDR079CA		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR079CA (u) CYC1		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL307C (d) YFL023W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YIL095W (d) YJR014W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YLL036C (u) YLR244C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR244C (u) YLL036C		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR185C (u) YOR231W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR231W (u) YHR185C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBL105C (d) YDR207C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YCL028W (u) YOR166C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR166C (u) YCL028W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR195W (u) YPL217C		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL217C (u) YDR195W		1.0	ppi			rewired-BG-network-66_1_bgnet
YAL023C (u) YJR066W		1.0	ppi			rewired-BG-network-66_1_bgnet
YJR066W (u) YAL023C		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR007C (u) YLR403W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR403W (u) YHR007C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR010W (u) YLR376C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR376C (u) YBR010W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR255C (u) YPR103W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR103W (u) YGR255C		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL298W (d) YDL070W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YGR162W (u) YOR257W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR257W (u) YGR162W		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR243C (u) YBR272C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR272C (u) YBR243C		1.0	ppi			rewired-BG-network-66_1_bgnet
YFR014C (d) YHR118C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YJL095W (u) YOR207C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR207C (u) YJL095W		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR160W (d) YDR074W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YGL158W (u) YNR052C		1.0	ppi			rewired-BG-network-66_1_bgnet
YNR052C (u) YGL158W		1.0	ppi			rewired-BG-network-66_1_bgnet
YBL023C (u) YGL179C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL179C (u) YBL023C		1.0	ppi			rewired-BG-network-66_1_bgnet
YFR028C (u) YLR409C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR409C (u) YFR028C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL048C (u) YKL108W		1.0	ppi			rewired-BG-network-66_1_bgnet
YKL108W (u) YGL048C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJL104W (u) YLR262C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR262C (u) YJL104W		1.0	ppi			rewired-BG-network-66_1_bgnet
YKL145W (u) YMR216C		1.0	ppi			rewired-BG-network-66_1_bgnet
YMR216C (u) YKL145W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR103W (u) YLL034C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLL034C (u) YGR103W		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR092C (d) YPR072W		1.0	metabolic_pathway			rewired-BG-network-66_1_bgnet
YKL109W (u) YNL007C		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL007C (u) YKL109W		1.0	ppi			rewired-BG-network-66_1_bgnet
CX27 (u) YJR130C		1.0	metabolic_pathway			rewired-BG-network-66_1_bgnet
YJR130C (u) CX27		1.0	metabolic_pathway			rewired-BG-network-66_1_bgnet
YBR034C (d) YGL111W		1.0	methylation			rewired-BG-network-66_1_bgnet
YHR135C (d) YGR276C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YNL154C (d) YOR153W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YDR404C (u) YLR117C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR117C (u) YDR404C		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR072C (u) YPR010C		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR010C (u) YDR072C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR245C (u) YGR267C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR267C (u) YGR245C		1.0	ppi			rewired-BG-network-66_1_bgnet
YCL037C (u) YOR191W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR191W (u) YCL037C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBL016W (d) YML103C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YPL209C (d) YLR347C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
NPI1 (d) YJL039C		1.0			Shared_Interaction	NaCl_module_edges_Randomized_1
YDR372C (u) YPR016C		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR016C (u) YDR372C		1.0	ppi			rewired-BG-network-66_1_bgnet
YFL013C (u) YGR047C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR047C (u) YFL013C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJL141C (u) YNL255C		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL255C (u) YJL141C		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR135C (d) YHR096C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YKL203C (u) YOL082W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOL082W (u) YKL203C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR088C (u) YGR175C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGR175C (u) YBR088C		1.0	ppi			rewired-BG-network-66_1_bgnet
YEL009C (u) YOR061W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR061W (u) YEL009C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR056W (u) YNL186W		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL186W (u) YLR056W		1.0	ppi			rewired-BG-network-66_1_bgnet
YER157W (u) YLL022C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLL022C (u) YER157W		1.0	ppi			rewired-BG-network-66_1_bgnet
YER019CA (u) YLR009W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR009W (u) YER019CA		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR382W (u) YOL147C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOL147C (u) YDR382W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR381W (u) YLL036C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLL036C (u) YDR381W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR404C (u) YLR116W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR116W (u) YDR404C		1.0	ppi			rewired-BG-network-66_1_bgnet
YER125W (u) YGL123W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL123W (u) YER125W		1.0	ppi			rewired-BG-network-66_1_bgnet
YFR014C (d) YLL011W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YER029C (u) YIL149C		1.0	ppi			rewired-BG-network-66_1_bgnet
YIL149C (u) YER029C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR267W (u) YML069W		1.0	ppi			rewired-BG-network-66_1_bgnet
YML069W (u) YBR267W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL168W (u) YKR008W		1.0	ppi			rewired-BG-network-66_1_bgnet
YKR008W (u) YDL168W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL031C (d) YLR228C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YDR110W (u) YPR133C		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR133C (u) YDR110W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL180W (d) YER054C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
TTAGUI1 (u) YOR014W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR014W (u) TTAGUI1		1.0	ppi			rewired-BG-network-66_1_bgnet
NPR16 (d) YHR205W	Kinase	1.0			Constituent	NaCl_module_edges_Randomized_1
YDR172W (u) YGL246C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL246C (u) YDR172W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL053W (u) YLL024C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLL024C (u) YGL053W		1.0	ppi			rewired-BG-network-66_1_bgnet
YCL056C (u) YGL240W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL240W (u) YCL056C		1.0	ppi			rewired-BG-network-66_1_bgnet
YKR022C (u) YLR370C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR370C (u) YKR022C		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL116W (u) YDR208W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR208W (u) YDL116W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR027C (u) YKL129C		1.0	ppi			rewired-BG-network-66_1_bgnet
YKL129C (u) YDR027C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR193C (u) YDR208W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR208W (u) YBR193C		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL111W (u) YPR019W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR019W (u) YGL111W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR071C (u) YPL232W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL232W (u) YLR071C		1.0	ppi			rewired-BG-network-66_1_bgnet
YMR216C (d) YGL198W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YDR212W (u) YPL255W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL255W (u) YDR212W		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR272C (u) YKL130C		1.0	ppi			rewired-BG-network-66_1_bgnet
YKL130C (u) YBR272C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJL164C (d) YAL028W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YDR287W (u) YDR404C		1.0	metabolic_pathway			rewired-BG-network-66_1_bgnet
YDR404C (u) YDR287W		1.0	metabolic_pathway			rewired-BG-network-66_1_bgnet
YOR078W (d) NPI3		1.0			Shared_Interaction	NaCl_module_edges_Randomized_1
YLR438CA (u) YPR034W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR034W (u) YLR438CA		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR041W (u) YNL206C		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL206C (u) YBR041W		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR102C (u) YHR099W		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR099W (u) YBR102C		1.0	ppi			rewired-BG-network-66_1_bgnet
YDR244W (u) YOL123W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOL123W (u) YDR244W		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR082C (d) YMR129W		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YER125W (u) YKR026C		1.0	ppi			rewired-BG-network-66_1_bgnet
YKR026C (u) YER125W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR348C (u) YNL124W		1.0	ppi			rewired-BG-network-66_1_bgnet
YNL124W (u) YLR348C		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR258C (u) YJL006C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJL006C (u) YBR258C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJR008W (u) YPR168W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPR168W (u) YJR008W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL007W (u) YPL131W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL131W (u) YDL007W		1.0	ppi			rewired-BG-network-66_1_bgnet
YGL180W (d) CDC14IA18		1.0			Shared_Interaction	NaCl_module_edges_Randomized_1
YBR253W (u) YLR032W		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR032W (u) YBR253W		1.0	ppi			rewired-BG-network-66_1_bgnet
YNR067C (d) YDL226C		1.0	metabolic_pathway			rewired-BG-network-66_1_bgnet
YBR118W (u) YMR235C		1.0	ppi			rewired-BG-network-66_1_bgnet
YMR235C (u) YBR118W		1.0	ppi			rewired-BG-network-66_1_bgnet
YCR016W (u) YOR064C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR064C (u) YCR016W		1.0	ppi			rewired-BG-network-66_1_bgnet
YBR245C (u) YPL203W		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL203W (u) YBR245C		1.0	ppi			rewired-BG-network-66_1_bgnet
YNR053C (u) YPL090C		1.0	ppi			rewired-BG-network-66_1_bgnet
YPL090C (u) YNR053C		1.0	ppi			rewired-BG-network-66_1_bgnet
YAL034WA (u) YOR070C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR070C (u) YAL034WA		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR205W (d) YDL002C		1.0	kinase_substrate			rewired-BG-network-66_1_bgnet
YLL036C (u) YMR059W		1.0	ppi			rewired-BG-network-66_1_bgnet
YMR059W (u) YLL036C		1.0	ppi			rewired-BG-network-66_1_bgnet
YCL028W (u) YOR224C		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR224C (u) YCL028W		1.0	ppi			rewired-BG-network-66_1_bgnet
YIL159W (u) YOR065W		1.0	ppi			rewired-BG-network-66_1_bgnet
YOR065W (u) YIL159W		1.0	ppi			rewired-BG-network-66_1_bgnet
YDL047W (u) YLR457C		1.0	ppi			rewired-BG-network-66_1_bgnet
YLR457C (u) YDL047W		1.0	ppi			rewired-BG-network-66_1_bgnet
YHR034C (u) YJR041C		1.0	ppi			rewired-BG-network-66_1_bgnet
YJR041C (u) YHR034C		1.0	ppi			rewired-BG-network-66_1_bgnet
