matchType=CatSet(Constituent|Shared_interaction)	Interactor_A	Interactor_B	Dir	Sign	Annotation=CatSet(Kinase|Phosphatase|Yes)
Constituent	npi2	YLR133W	1	0		
Constituent	npi2	YLR259C	1	0		
Constituent	npi2	YMR031C	1	0		
Constituent	npi2	YMR086W	1	0	Yes	
Constituent	npi2	YNL175C	1	0		
Constituent	npi2	YOL045W	1	0	Kinase	
Constituent	npi2	YOL100W	1	0	Kinase	
Constituent	npi2	YOR052C	1	0		
Constituent	npi2	YOR329C	1	0		
Constituent	npi2	YPL023C	1	0		
Constituent	npi2	YPR079W	1	0		
Constituent	pde2ia59	YOL138C	1	0		
Constituent	pde2ia59	YPL070W	1	0		
Constituent	pde2id60	YFL007W	1	0		
Constituent	pde2id60	YMR031C	1	0		
Constituent	cdc14ia24	YOR220W	1	0		
Constituent	cdc14ia24	YPL265W	1	0		
Constituent	cdc14ia24	YBL085W	1	0		
Constituent	cdc14ia24	YPL226W	1	0		
Constituent	cdc14id26	YHR158C	1	0		
Constituent	cdc14id26	YNL267W	1	0		
Constituent	hog1id48	YBR054W	1	0		
Constituent	hog1id48	YBR151W	1	0		
Constituent	hog1id48	YCR088W	1	0		
Constituent	hog1id48	YDR150W	1	0		
Constituent	hog1id48	YDR219C	1	0		
Constituent	hog1id48	YFR051C	1	0		
Constituent	hog1id48	YGL181W	1	0		
Constituent	hog1id48	YGL208W	1	0		
Constituent	hog1id48	YGR068C	1	0		
Constituent	hog1id48	YJR076C	1	0		
Constituent	hog1id48	YLL029W	1	0		
Constituent	hog1id48	YLR072W	1	0		
Constituent	hog1id48	YLR309C	1	0		
Constituent	hog1id48	YLR429W	1	0		
Constituent	hog1id48	YMR102C	1	0		
Constituent	hog1id48	YMR212C	1	0		
Constituent	hog1id48	YMR261C	1	0		
Constituent	hog1id48	YBL085W	1	0		
Constituent	hog1id48	YDL225W	1	0		
Constituent	hog1id48	YHR158C	1	0		
Constituent	hog1id48	YNL267W	1	0		
Constituent	npi5	YBL037W	1	0		
Constituent	npi5	YBR059C	1	0	Kinase	
Constituent	npi5	YDL146W	1	0		
Constituent	npi5	YDL173W	1	0		
Constituent	npi5	YER087CB	1	0		
Constituent	npi5	YGL181W	1	0		
Constituent	npi5	YGR038W	1	0		
Constituent	npi5	YGR240C	1	0		
Constituent	npi5	YGR281W	1	0		
Constituent	npi5	YHL007C	1	0	Kinase	
Constituent	npi5	YHR082C	1	0	Kinase	
Constituent	npi5	YHR086W	1	0		
Constituent	npi5	YIR006C	1	0	Yes	
Constituent	npi5	YJR092W	1	0		
Constituent	npi5	YKL004W	1	0		
Constituent	npi5	YKL064W	1	0		
Constituent	npi5	YLR096W	1	0	Kinase	
Constituent	npi5	YLR371W	1	0		
Constituent	npi5	YLR410W	1	0		
Constituent	npi5	YLR436C	1	0		
Constituent	npi5	YNL166C	1	0		
Constituent	npi5	YOL081W	1	0		
Constituent	npi5	YOL087C	1	0		
Constituent	npi5	YOR052C	1	0		
Constituent	npi5	YOR153W	1	0		
Constituent	npi5	YPL085W	1	0		
Constituent	npi5	YPL226W	1	0		
Constituent	pde2id63	YBL061C	1	0		
Constituent	pde2id63	YBR059C	1	0	Kinase	
Constituent	pde2id63	YLR257W	1	0		
Constituent	pde2id63	YOL004W	1	0		
Constituent	pde2id63	YDL225W	1	0		
Constituent	pde2id63	YPL226W	1	0		
Constituent	hog1rd57	YDR293C	1	0		
Constituent	hog1rd57	YGL197W	1	0		
Constituent	hog1rd57	YIL107C	1	0		
Constituent	hog1rd57	YJL020C	1	0		
Constituent	hog1rd57	YJL128C	1	0	Kinase	
Constituent	hog1rd57	YLR096W	1	0	Kinase	
Constituent	hog1rd57	YPL085W	1	0		
Constituent	npr16	YBL103C	1	0		
Constituent	npr16	YBR102C	1	0		
Constituent	npr16	YBR172C	1	0		
Constituent	npr16	YBR275C	1	0		
Constituent	npr16	YDL054C	1	0		
Constituent	npr16	YDR017C	1	0		
Constituent	npr16	YDR186C	1	0		
Constituent	npr16	YDR229W	1	0		
Constituent	npr16	YDR436W	1	0	Phosphatase	
Constituent	npr16	YDR439W	1	0		
Constituent	npr16	YEL032W	1	0		
Constituent	npr16	YER111C	1	0		
Constituent	npr16	YER114C	1	0		
Constituent	npr16	YER132C	1	0		
Constituent	npr16	YGL023C	1	0		
Constituent	npr16	YGL197W	1	0		
Constituent	npr16	YGR217W	1	0		
Constituent	npr16	YHR082C	1	0	Kinase	
Constituent	npr16	YHR205W	1	0	Kinase	
Constituent	npr16	YKR089C	1	0		
Constituent	npr16	YLR049C	1	0		
Constituent	npr16	YLR190W	1	0		
Constituent	npr16	YLR429W	1	0		
Constituent	npr16	YML057W	1	0	Phosphatase	
Constituent	npr16	YML119W	1	0		
Constituent	npr16	YMR005W	1	0		
Constituent	npr16	YNL243W	1	0		
Constituent	npr16	YOR058C	1	0		
Constituent	npr16	YOR220W	1	0		
Constituent	npr16	YPL115C	1	0		
Constituent	npr16	YPR019W	1	0		
Constituent	npr16	YPR159W	1	0		
Constituent	npr16	YPR185W	1	0		
Constituent	pde2ra74	YCR088W	1	0		
Constituent	pde2ra74	YDR293C	1	0		
Constituent	pde2rd75	YDR432W	1	0		
Constituent	pde2rd75	YJL162C	1	0		
Constituent	cdc14ra40	YBR028C	1	0	Kinase	
Constituent	cdc14ra40	YHR082C	1	0	Kinase	
Constituent	cdc14ra40	YJL176C	1	0		
Constituent	cdc14ra40	YPR041W	1	0		
Constituent	cdc14rd41	YBL103C	1	0		
Constituent	cdc14rd41	YHL007C	1	0	Kinase	
Constituent	cdc14rd41	YLR425W	1	0		
Constituent	npr17	YBL035C	1	0		
Constituent	npr17	YBL103C	1	0		
Constituent	npr17	YBR028C	1	0	Kinase	
Constituent	npr17	YBR102C	1	0		
Constituent	npr17	YBR172C	1	0		
Constituent	npr17	YDL150W	1	0		
Constituent	npr17	YDR033W	1	0		
Constituent	npr17	YDR407C	1	0		
Constituent	npr17	YDR507C	1	0	Kinase	
Constituent	npr17	YFR024CA	1	0		
Constituent	npr17	YHL007C	1	0	Kinase	
Constituent	npr17	YHR119W	1	0		
Constituent	npr17	YIL038C	1	0		
Constituent	npr17	YIL063C	1	0		
Constituent	npr17	YJL084C	1	0		
Constituent	npr17	YKR048C	1	0		
Constituent	npr17	YLR220W	1	0		
Constituent	npr17	YLR310C	1	0		
Constituent	npr17	YLR319C	1	0		
Constituent	npr17	YNL243W	1	0		
Constituent	npr17	YNL309W	1	0		
Constituent	npr17	YNL326C	1	0		
Constituent	npr17	YOR014W	1	0		
Constituent	npr17	YOR042W	1	0		
Constituent	npr17	YOR140W	1	0		
Constituent	npr17	YOR310C	1	0		
Constituent	npr17	YOR344C	1	0		
Constituent	npr17	YPL032C	1	0		
Constituent	npr17	YPR133C	1	0		
Constituent	pde2ra76	YFR024CA	1	0		
Constituent	pde2ra76	YIL038C	1	0		
Constituent	pde2ra76	YNL102W	1	0		
Constituent	pde2ra76	YOR227W	1	0		
Constituent	pde2ra76	YHL007C	1	0	Kinase	
Constituent	pde2ra76	YLR138W	1	0		
Constituent	hog1rd54	YDR293C	1	0		
Constituent	hog1rd54	YPL070W	1	0		
Constituent	npr11	YBL097W	1	0		
Constituent	npr11	YBR023C	1	0		
Constituent	npr11	YBR207W	1	0		
Constituent	npr11	YDR293C	1	0		
Constituent	npr11	YER155C	1	0		
Constituent	npr11	YFR024CA	1	0		
Constituent	npr11	YGL181W	1	0		
Constituent	npr11	YGL197W	1	0		
Constituent	npr11	YGR196C	1	0		
Constituent	npr11	YGR250C	1	0		
Constituent	npr11	YHR023W	1	0		
Constituent	npr11	YIL105C	1	0		
Constituent	npr11	YIL107C	1	0		
Constituent	npr11	YJL100W	1	0		
Constituent	npr11	YJL112W	1	0		
Constituent	npr11	YLR319C	1	0		
Constituent	npr11	YLR332W	1	0		
Constituent	npr11	YML006C	1	0		
Constituent	npr11	YML117W	1	0		
Constituent	npr11	YML123C	1	0		
Constituent	npr11	YMR109W	1	0		
Constituent	npr11	YNL039W	1	0		
Constituent	npr11	YNL233W	1	0		
Constituent	npr11	YOR092W	1	0		
Constituent	npr11	YOR140W	1	0		
Constituent	npr11	YOR233W	1	0	Kinase	
Constituent	pde2ra68	YDR432W	1	0		
Constituent	pde2ra68	YER155C	1	0		
Constituent	pde2ra68	YHL007C	1	0	Kinase	
Constituent	pde2ra68	YML117W	1	0		
Constituent	npr7	YAL041W	1	0	Yes	
Constituent	npr7	YBL005WB	1	0		
Constituent	npr7	YBR059C	1	0	Kinase	
Constituent	npr7	YBR102C	1	0		
Constituent	npr7	YBR130C	1	0		
Constituent	npr7	YDL102W	1	0		
Constituent	npr7	YDR017C	1	0		
Constituent	npr7	YDR507C	1	0	Kinase	
Constituent	npr7	YER016W	1	0		
Constituent	npr7	YGR157W	1	0		
Constituent	npr7	YHL007C	1	0	Kinase|Yes
Constituent	npr7	YKR010C	1	0		
Constituent	npr7	YLR271W	1	0		
Constituent	npr7	YML051W	1	0		
Constituent	npr7	YML117W	1	0		
Constituent	npr7	YNL118C	1	0	Yes	
Constituent	npr7	YNL197C	1	0		
Constituent	npr7	YPL141C	1	0	Kinase	
Constituent	cdc14ra33	YML016C	1	0	Phosphatase	
Constituent	cdc14ra33	YML072C	1	0		
Constituent	cdc14rd35	YFL002WA	1	0		
Constituent	cdc14rd35	YJL076W	1	0		
Constituent	cdc14rd35	YJL165C	1	0	Kinase	
Constituent	cdc14rd35	YKR092C	1	0		
Constituent	cdc14rd35	YNL297C	1	0		
Constituent	cdc14rd35	YOL036W	1	0		
Constituent	cdc14rd35	YOR092W	1	0		
Constituent	cdc14rd35	YBR130C	1	0		
Constituent	cdc14rd35	YBR133C	1	0		
Constituent	cdc14rd35	YDR169C	1	0		
Constituent	cdc14rd35	YKR048C	1	0		
Constituent	hog1rd55	YDR379W	1	0		
Constituent	hog1rd55	YPR072W	1	0		
Constituent	hog1rd55	YBL085W	1	0		
Constituent	hog1rd55	YBL103C	1	0		
Constituent	hog1rd55	YBR133C	1	0		
Constituent	npr12	YAL041W	1	0		
Constituent	npr12	YBL101C	1	0		
Constituent	npr12	YBL103C	1	0		
Constituent	npr12	YBR023C	1	0		
Constituent	npr12	YBR059C	1	0	Kinase	
Constituent	npr12	YBR130C	1	0		
Constituent	npr12	YDL019C	1	0		
Constituent	npr12	YDL167C	1	0		
Constituent	npr12	YDL195W	1	0		
Constituent	npr12	YDR122W	1	0	Kinase	
Constituent	npr12	YDR348C	1	0		
Constituent	npr12	YDR351W	1	0		
Constituent	npr12	YDR422C	1	0		
Constituent	npr12	YDR429C	1	0		
Constituent	npr12	YDR436W	1	0	Phosphatase	
Constituent	npr12	YDR439W	1	0		
Constituent	npr12	YDR466W	1	0	Kinase	
Constituent	npr12	YEL043W	1	0		
Constituent	npr12	YER123W	1	0	Kinase	
Constituent	npr12	YER155C	1	0		
Constituent	npr12	YFR024CA	1	0		
Constituent	npr12	YGR170W	1	0		
Constituent	npr12	YGR217W	1	0		
Constituent	npr12	YIL038C	1	0		
Constituent	npr12	YIL047C	1	0		
Constituent	npr12	YIL105C	1	0		
Constituent	npr12	YKL010C	1	0		
Constituent	npr12	YKR090W	1	0		
Constituent	npr12	YLL029W	1	0		
Constituent	npr12	YLR219W	1	0		
Constituent	npr12	YLR360W	1	0		
Constituent	npr12	YLR425W	1	0		
Constituent	npr12	YML017W	1	0		
Constituent	npr12	YML035C	1	0		
Constituent	npr12	YML072C	1	0		
Constituent	npr12	YMR109W	1	0		
Constituent	npr12	YMR124W	1	0		
Constituent	npr12	YMR126C	1	0		
Constituent	npr12	YMR140W	1	0		
Constituent	npr12	YNL039W	1	0		
Constituent	npr12	YNL076W	1	0		
Constituent	npr12	YNL088W	1	0		
Constituent	npr12	YNL095C	1	0		
Constituent	npr12	YNL224C	1	0		
Constituent	npr12	YNL243W	1	0		
Constituent	npr12	YNL298W	1	0	Kinase	
Constituent	npr12	YOR069W	1	0		
Constituent	npr12	YOR140W	1	0		
Constituent	npr12	YPL058C	1	0		
Constituent	npr12	YPL265W	1	0		
Constituent	npr12	YPR070W	1	0		
Constituent	npr12	YPR185W	1	0		
Constituent	pde2ra69	YCL032W	1	0		
Constituent	pde2ra69	YDR507C	1	0	Kinase|Yes
Constituent	pde2ra69	YIL038C	1	0		
Constituent	pde2ra69	YLR257W	1	0		
Constituent	pde2ra69	YNL265C	1	0		
Constituent	pde2ra69	YBL085W	1	0		
Constituent	pde2ra69	YBL103C	1	0		
Constituent	pde2ra69	YBR130C	1	0		
Constituent	pde2ra69	YDR169C	1	0		
Constituent	pde2ra69	YKR048C	1	0		
Constituent	pde2ra69	YOL081W	1	0		
Constituent	cdc14ra38	YMR212C	1	0		
Constituent	cdc14ra38	YOL070C	1	0		
Constituent	cdc14ra38	YOR153W	1	0		
Constituent	cdc14rd39	YBR276C	1	0		
Constituent	cdc14rd39	YJL134W	1	0		
Constituent	cdc14rd39	YLR192C	1	0		
Constituent	cdc14rd39	YMR231W	1	0		
Constituent	cdc14rd39	YOR153W	1	0		
Constituent	npr15	YDL161W	1	0		
Constituent	npr15	YDR475C	1	0		
Constituent	npr15	YGR197C	1	0		
Constituent	npr15	YIL095W	1	0	Kinase	
Constituent	npr15	YJL020C	1	0		
Constituent	npr15	YJL201W	1	0		
Constituent	npr15	YJR076C	1	0		
Constituent	npr15	YJR124C	1	0		
Constituent	npr15	YLR177W	1	0		
Constituent	npr15	YML113W	1	0		
Constituent	npr15	YML123C	1	0		
Constituent	npr15	YNL096C	1	0		
Constituent	npr15	YNL189W	1	0		
Constituent	npr15	YNL192W	1	0		
Constituent	npr15	YOR092W	1	0		
Constituent	npr15	YPR156C	1	0		
Constituent	pde2ra73	YEL043W	1	0		
Constituent	pde2ra73	YLR305C	1	0		
Constituent	pde2ra73	YMR219W	1	0		
Constituent	cdc14ra29	YBL054W	1	0		
Constituent	cdc14ra29	YBL058W	1	0		
Constituent	cdc14rd30	YDR145W	1	0		
Constituent	cdc14rd30	YDR293C	1	0		
Constituent	cdc14rd30	YER132C	1	0		
Constituent	cdc14rd30	YHR082C	1	0	Kinase	
Constituent	cdc14rd30	YKL008C	1	0		
Constituent	cdc14rd30	YBR130C	1	0		
Constituent	cdc14rd30	YHR097C	1	0		
Constituent	cdc14rd30	YKL181W	1	0		
Constituent	cdc14rd30	YNL098C	1	0		
Constituent	hog1rd50	YER114C	1	0		
Constituent	hog1rd50	YIL129C	1	0		
Constituent	npr8	YAR002W	1	0		
Constituent	npr8	YBL085W	1	0		
Constituent	npr8	YBL091CA	1	0		
Constituent	npr8	YBR086C	1	0		
Constituent	npr8	YCR073WA	1	0		
Constituent	npr8	YDR005C	1	0		
Constituent	npr8	YDR006C	1	0		
Constituent	npr8	YDR293C	1	0		
Constituent	npr8	YDR505C	1	0		
Constituent	npr8	YDR508C	1	0		
Constituent	npr8	YFR019W	1	0		
Constituent	npr8	YGR090W	1	0		
Constituent	npr8	YIL107C	1	0		
Constituent	npr8	YJL084C	1	0		
Constituent	npr8	YJR049C	1	0		
Constituent	npr8	YKL008C	1	0		
Constituent	npr8	YKL166C	1	0	Kinase	
