Interactor_A	Edge_Type	Interactor_B	Annotation	SI	FDR_Score	Match_FDR
cdc14ia20	Constituent	YMR031C				
cdc14ia20	Constituent	YML027W				
cdc14id21	Constituent	YFR053C				
cdc14id21	Constituent	YJL129C				
cdc14id21	Constituent	YER165W				
cdc14id21	Constituent	YMR002W				
cdc14id21	Constituent	YNL267W				
cdc14id21	Constituent	YOR204W				
hog1ia43	Constituent	YPL190C				
hog1ia43	Constituent	YER165W				
hog1id44	Constituent	YCL005W				
hog1id44	Constituent	YDR170C				
hog1id44	Constituent	YDR348C				
hog1id44	Constituent	YDR372C				
hog1id44	Constituent	YGL099W				
hog1id44	Constituent	YGR068C				
hog1id44	Constituent	YJL029C				
hog1id44	Constituent	YLR133W				
hog1id44	Constituent	YLR259C				
hog1id44	Constituent	YML101C				
hog1id44	Constituent	YML111W				
hog1id44	Constituent	YML115C				
hog1id44	Constituent	YMR261C				
hog1id44	Constituent	YMR275C				
hog1id44	Constituent	YNL049C				
hog1id44	Constituent	YNL224C				
hog1id44	Constituent	YOR018W				
hog1id44	Constituent	YPL180W				
hog1id44	Constituent	YML027W				
hog1id44	Constituent	YMR002W				
hog1id44	Constituent	YNL267W				
hog1id44	Constituent	YOL138C				
hog1id44	Constituent	YOR204W				
hog1id44	Constituent	YPL070W				
npi2	Constituent	YAR002W				
npi2	Constituent	YBR172C				
npi2	Constituent	YDR017C				
npi2	Constituent	YDR338C				
npi2	Constituent	YDR450W				
npi2	Constituent	YER167W				
npi2	Constituent	YFL007W				
npi2	Constituent	YGR097W				
npi2	Constituent	YGR240C				
npi2	Constituent	YKL105C				
npi2	Constituent	YLR133W				
npi2	Constituent	YLR259C				
npi2	Constituent	YMR031C				
npi2	Constituent	YMR086W		Yes		
npi2	Constituent	YNL175C				
npi2	Constituent	YOL045W	Kinase			
npi2	Constituent	YOL100W	Kinase			
npi2	Constituent	YOR052C				
npi2	Constituent	YOR329C				
npi2	Constituent	YPL023C				
npi2	Constituent	YPR079W				
pde2ia59	Constituent	YOL138C				
pde2ia59	Constituent	YPL070W				
pde2id60	Constituent	YFL007W				
pde2id60	Constituent	YMR031C				
cdc14ia24	Constituent	YOR220W				
cdc14ia24	Constituent	YPL265W				
cdc14ia24	Constituent	YBL085W				
cdc14ia24	Constituent	YPL226W				
cdc14id26	Constituent	YHR158C				
cdc14id26	Constituent	YNL267W				
hog1id48	Constituent	YBR054W				
hog1id48	Constituent	YBR151W				
hog1id48	Constituent	YCR088W				
hog1id48	Constituent	YDR150W				
hog1id48	Constituent	YDR219C				
hog1id48	Constituent	YFR051C				
hog1id48	Constituent	YGL181W				
hog1id48	Constituent	YGL208W				
hog1id48	Constituent	YGR068C				
hog1id48	Constituent	YJR076C				
hog1id48	Constituent	YLL029W				
hog1id48	Constituent	YLR072W				
hog1id48	Constituent	YLR309C				
hog1id48	Constituent	YLR429W				
hog1id48	Constituent	YMR102C				
hog1id48	Constituent	YMR212C				
hog1id48	Constituent	YMR261C				
hog1id48	Constituent	YBL085W				
hog1id48	Constituent	YDL225W				
hog1id48	Constituent	YHR158C				
hog1id48	Constituent	YNL267W				
npi5	Constituent	YBL037W				
npi5	Constituent	YBR059C	Kinase			
npi5	Constituent	YDL146W				
npi5	Constituent	YDL173W				
npi5	Constituent	YER087C-B				
npi5	Constituent	YGL181W				
npi5	Constituent	YGR038W				
npi5	Constituent	YGR240C				
npi5	Constituent	YGR281W				
npi5	Constituent	YHL007C	Kinase			
npi5	Constituent	YHR082C	Kinase			
npi5	Constituent	YHR086W				
npi5	Constituent	YIR006C		Yes		
npi5	Constituent	YJR092W				
npi5	Constituent	YKL004W				
npi5	Constituent	YKL064W				
npi5	Constituent	YLR096W	Kinase			
npi5	Constituent	YLR371W				
npi5	Constituent	YLR410W				
npi5	Constituent	YLR436C				
npi5	Constituent	YNL166C				
npi5	Constituent	YOL081W				
npi5	Constituent	YOL087C				
npi5	Constituent	YOR052C				
npi5	Constituent	YOR153W				
npi5	Constituent	YPL085W				
npi5	Constituent	YPL226W				
pde2id63	Constituent	YBL061C				
pde2id63	Constituent	YBR059C	Kinase			
pde2id63	Constituent	YLR257W				
pde2id63	Constituent	YOL004W				
pde2id63	Constituent	YDL225W				
pde2id63	Constituent	YPL226W				
hog1rd57	Constituent	YDR293C				
hog1rd57	Constituent	YGL197W				
hog1rd57	Constituent	YIL107C				
hog1rd57	Constituent	YJL020C				
hog1rd57	Constituent	YJL128C	Kinase			
hog1rd57	Constituent	YLR096W	Kinase			
hog1rd57	Constituent	YPL085W				
npr16	Constituent	YBL103C				
npr16	Constituent	YBR102C				
npr16	Constituent	YBR172C				
npr16	Constituent	YBR275C				
npr16	Constituent	YDL054C				
npr16	Constituent	YDR017C				
npr16	Constituent	YDR186C				
npr16	Constituent	YDR229W				
npr16	Constituent	YDR436W	Phosphatase			
npr16	Constituent	YDR439W				
npr16	Constituent	YEL032W				
npr16	Constituent	YER111C				
npr16	Constituent	YER114C				
npr16	Constituent	YER132C				
npr16	Constituent	YGL023C				
npr16	Constituent	YGL197W				
npr16	Constituent	YGR217W				
npr16	Constituent	YHR082C	Kinase			
npr16	Constituent	YHR205W	Kinase			
npr16	Constituent	YKR089C				
npr16	Constituent	YLR049C				
npr16	Constituent	YLR190W				
npr16	Constituent	YLR429W				
npr16	Constituent	YML057W	Phosphatase			
npr16	Constituent	YML119W				
npr16	Constituent	YMR005W				
npr16	Constituent	YNL243W				
npr16	Constituent	YOR058C				
npr16	Constituent	YOR220W				
npr16	Constituent	YPL115C				
npr16	Constituent	YPR019W				
npr16	Constituent	YPR159W				
npr16	Constituent	YPR185W				
pde2ra74	Constituent	YCR088W				
pde2ra74	Constituent	YDR293C				
pde2rd75	Constituent	YDR432W				
pde2rd75	Constituent	YJL162C				
cdc14ra40	Constituent	YBR028C	Kinase			
cdc14ra40	Constituent	YHR082C	Kinase			
cdc14ra40	Constituent	YJL176C				
cdc14ra40	Constituent	YPR041W				
cdc14rd41	Constituent	YBL103C				
cdc14rd41	Constituent	YHL007C	Kinase			
cdc14rd41	Constituent	YLR425W				
npr17	Constituent	YBL035C				
npr17	Constituent	YBL103C				
npr17	Constituent	YBR028C	Kinase			
npr17	Constituent	YBR102C				
npr17	Constituent	YBR172C				
npr17	Constituent	YDL150W				
npr17	Constituent	YDR033W				
npr17	Constituent	YDR407C				
npr17	Constituent	YDR507C	Kinase			
npr17	Constituent	YFR024C-A				
npr17	Constituent	YHL007C	Kinase			
npr17	Constituent	YHR119W				
npr17	Constituent	YIL038C				
npr17	Constituent	YIL063C				
npr17	Constituent	YJL084C				
npr17	Constituent	YKR048C				
npr17	Constituent	YLR220W				
npr17	Constituent	YLR310C				
npr17	Constituent	YLR319C				
npr17	Constituent	YNL243W				
npr17	Constituent	YNL309W				
npr17	Constituent	YNL326C				
npr17	Constituent	YOR014W				
npr17	Constituent	YOR042W				
npr17	Constituent	YOR140W				
npr17	Constituent	YOR310C				
npr17	Constituent	YOR344C				
npr17	Constituent	YPL032C				
npr17	Constituent	YPR133C				
pde2ra76	Constituent	YFR024C-A				
pde2ra76	Constituent	YIL038C				
pde2ra76	Constituent	YNL102W				
pde2ra76	Constituent	YOR227W				
pde2ra76	Constituent	YHL007C	Kinase			
pde2ra76	Constituent	YLR138W				
hog1rd54	Constituent	YDR293C				
hog1rd54	Constituent	YPL070W				
npr11	Constituent	YBL097W				
npr11	Constituent	YBR023C				
npr11	Constituent	YBR207W				
npr11	Constituent	YDR293C				
npr11	Constituent	YER155C				
npr11	Constituent	YFR024C-A				
npr11	Constituent	YGL181W				
npr11	Constituent	YGL197W				
npr11	Constituent	YGR196C				
npr11	Constituent	YGR250C				
npr11	Constituent	YHR023W				
npr11	Constituent	YIL105C				
npr11	Constituent	YIL107C				
npr11	Constituent	YJL100W				
npr11	Constituent	YJL112W				
npr11	Constituent	YLR319C				
npr11	Constituent	YLR332W				
npr11	Constituent	YML006C				
npr11	Constituent	YML117W				
npr11	Constituent	YML123C				
npr11	Constituent	YMR109W				
npr11	Constituent	YNL039W				
npr11	Constituent	YNL233W				
npr11	Constituent	YOR092W				
npr11	Constituent	YOR140W				
npr11	Constituent	YOR233W	Kinase			
pde2ra68	Constituent	YDR432W				
pde2ra68	Constituent	YER155C				
pde2ra68	Constituent	YHL007C	Kinase			
pde2ra68	Constituent	YML117W				
npr7	Constituent	YAL041W		Yes		
npr7	Constituent	YBL005W-B				
npr7	Constituent	YBR059C	Kinase			
npr7	Constituent	YBR102C				
npr7	Constituent	YBR130C				
npr7	Constituent	YDL102W				
npr7	Constituent	YDR017C				
npr7	Constituent	YDR507C	Kinase			
npr7	Constituent	YER016W				
npr7	Constituent	YGR157W				
npr7	Constituent	YHL007C	Kinase	Yes		
npr7	Constituent	YKR010C				
npr7	Constituent	YLR271W				
npr7	Constituent	YML051W				
npr7	Constituent	YML117W				
npr7	Constituent	YNL118C		Yes		
npr7	Constituent	YNL197C				
npr7	Constituent	YPL141C	Kinase			
cdc14ra33	Constituent	YML016C	Phosphatase			
cdc14ra33	Constituent	YML072C				
cdc14rd35	Constituent	YFL002W-A				
cdc14rd35	Constituent	YJL076W				
cdc14rd35	Constituent	YJL165C	Kinase			
cdc14rd35	Constituent	YKR092C				
cdc14rd35	Constituent	YNL297C				
cdc14rd35	Constituent	YOL036W				
cdc14rd35	Constituent	YOR092W				
cdc14rd35	Constituent	YBR130C				
cdc14rd35	Constituent	YBR133C				
cdc14rd35	Constituent	YDR169C				
cdc14rd35	Constituent	YKR048C				
hog1rd55	Constituent	YDR379W				
hog1rd55	Constituent	YPR072W				
hog1rd55	Constituent	YBL085W				
hog1rd55	Constituent	YBL103C				
hog1rd55	Constituent	YBR133C				
npr12	Constituent	YAL041W				
npr12	Constituent	YBL101C				
npr12	Constituent	YBL103C				
npr12	Constituent	YBR023C				
npr12	Constituent	YBR059C	Kinase			
npr12	Constituent	YBR130C				
npr12	Constituent	YDL019C				
npr12	Constituent	YDL167C				
npr12	Constituent	YDL195W				
npr12	Constituent	YDR122W	Kinase			
npr12	Constituent	YDR348C				
npr12	Constituent	YDR351W				
npr12	Constituent	YDR422C				
npr12	Constituent	YDR429C				
npr12	Constituent	YDR436W	Phosphatase			
npr12	Constituent	YDR439W				
npr12	Constituent	YDR466W	Kinase			
npr12	Constituent	YEL043W				
npr12	Constituent	YER123W	Kinase			
npr12	Constituent	YER155C				
npr12	Constituent	YFR024C-A				
npr12	Constituent	YGR170W				
npr12	Constituent	YGR217W				
npr12	Constituent	YIL038C				
npr12	Constituent	YIL047C				
npr12	Constituent	YIL105C				
npr12	Constituent	YKL010C				
npr12	Constituent	YKR090W				
npr12	Constituent	YLL029W				
npr12	Constituent	YLR219W				
npr12	Constituent	YLR360W				
npr12	Constituent	YLR425W				
npr12	Constituent	YML017W				
npr12	Constituent	YML035C				
npr12	Constituent	YML072C				
npr12	Constituent	YMR109W				
npr12	Constituent	YMR124W				
npr12	Constituent	YMR126C				
npr12	Constituent	YMR140W				
npr12	Constituent	YNL039W				
npr12	Constituent	YNL076W				
npr12	Constituent	YNL088W				
npr12	Constituent	YNL095C				
npr12	Constituent	YNL224C				
npr12	Constituent	YNL243W				
npr12	Constituent	YNL298W	Kinase			
npr12	Constituent	YOR069W				
npr12	Constituent	YOR140W				
npr12	Constituent	YPL058C				
npr12	Constituent	YPL265W				
npr12	Constituent	YPR070W				
npr12	Constituent	YPR185W				
pde2ra69	Constituent	YCL032W				
pde2ra69	Constituent	YDR507C	Kinase	Yes		
pde2ra69	Constituent	YIL038C				
pde2ra69	Constituent	YLR257W				
pde2ra69	Constituent	YNL265C				
pde2ra69	Constituent	YBL085W				
pde2ra69	Constituent	YBL103C				
pde2ra69	Constituent	YBR130C				
pde2ra69	Constituent	YDR169C				
pde2ra69	Constituent	YKR048C				
pde2ra69	Constituent	YOL081W				
cdc14ra38	Constituent	YMR212C				
cdc14ra38	Constituent	YOL070C				
cdc14ra38	Constituent	YOR153W				
cdc14rd39	Constituent	YBR276C				
cdc14rd39	Constituent	YJL134W				
cdc14rd39	Constituent	YLR192C				
cdc14rd39	Constituent	YMR231W				
cdc14rd39	Constituent	YOR153W				
npr15	Constituent	YDL161W				
npr15	Constituent	YDR475C				
npr15	Constituent	YGR197C				
npr15	Constituent	YIL095W	Kinase			
npr15	Constituent	YJL020C				
npr15	Constituent	YJL201W				
npr15	Constituent	YJR076C				
npr15	Constituent	YJR124C				
npr15	Constituent	YLR177W				
npr15	Constituent	YML113W				
npr15	Constituent	YML123C				
npr15	Constituent	YNL096C				
npr15	Constituent	YNL189W				
npr15	Constituent	YNL192W				
npr15	Constituent	YOR092W				
npr15	Constituent	YPR156C				
pde2ra73	Constituent	YEL043W				
pde2ra73	Constituent	YLR305C				
pde2ra73	Constituent	YMR219W				
cdc14ra29	Constituent	YBL054W				
cdc14ra29	Constituent	YBL058W				
cdc14rd30	Constituent	YDR145W				
cdc14rd30	Constituent	YDR293C				
cdc14rd30	Constituent	YER132C				
cdc14rd30	Constituent	YHR082C	Kinase			
cdc14rd30	Constituent	YKL008C				
cdc14rd30	Constituent	YBR130C				
cdc14rd30	Constituent	YHR097C				
cdc14rd30	Constituent	YKL181W				
cdc14rd30	Constituent	YNL098C				
hog1rd50	Constituent	YER114C				
hog1rd50	Constituent	YIL129C				
npr8	Constituent	YAR002W				
npr8	Constituent	YBL085W				
npr8	Constituent	YBL091C-A				
npr8	Constituent	YBR086C				
npr8	Constituent	YCR073W-A				
npr8	Constituent	YDR005C				
npr8	Constituent	YDR006C				
npr8	Constituent	YDR293C				
npr8	Constituent	YDR505C				
npr8	Constituent	YDR508C				
npr8	Constituent	YFR019W				
npr8	Constituent	YGR090W				
npr8	Constituent	YIL107C				
npr8	Constituent	YJL084C				
npr8	Constituent	YJR049C				
npr8	Constituent	YKL008C				
npr8	Constituent	YKL166C	Kinase			
npr8	Constituent	YLR310C				
npr8	Constituent	YLR410W				
npr8	Constituent	YNL074C				
npr8	Constituent	YNL298W	Kinase			
npr8	Constituent	YOR219C				
npr8	Constituent	YPL032C				
npr8	Constituent	YPL085W				
pde2ra65	Constituent	YJL020C				
pde2ra65	Constituent	YML016C	Phosphatase			
pde2ra65	Constituent	YBR130C				
pde2ra65	Constituent	YHR097C				
pde2ra65	Constituent	YKL181W				
pde2ra65	Constituent	YNL098C				
cdc14rd31	Constituent	YER155C				
cdc14rd31	Constituent	YGL021W	Kinase			
cdc14rd31	Constituent	YGR008C				
cdc14rd31	Constituent	YHR082C	Kinase			
cdc14rd31	Constituent	YIL135C		Yes		
cdc14rd31	Constituent	YKL101W	Kinase			
cdc14rd31	Constituent	YLR096W	Kinase			
cdc14rd31	Constituent	YLR371W				
cdc14rd31	Constituent	YNR031C	Kinase			
cdc14rd31	Constituent	YOR008C				
cdc14rd31	Constituent	YOR070C				
cdc14rd31	Constituent	YER088C				
hog1rd52	Constituent	YNL027W				
hog1rd52	Constituent	YER088C				
npr9	Constituent	YAL017W	Kinase			
npr9	Constituent	YBR001C				
npr9	Constituent	YBR028C	Kinase			
npr9	Constituent	YBR157C				
npr9	Constituent	YBR225W				
npr9	Constituent	YBR235W				
npr9	Constituent	YCL010C				
npr9	Constituent	YCL011C				
npr9	Constituent	YCR023C				
npr9	Constituent	YCR077C				
npr9	Constituent	YDL105W				
npr9	Constituent	YDL189W				
npr9	Constituent	YDR001C				
npr9	Constituent	YDR005C				
npr9	Constituent	YDR207C				
npr9	Constituent	YDR227W				
npr9	Constituent	YDR293C		Yes		
npr9	Constituent	YDR422C				
npr9	Constituent	YDR436W	Phosphatase			
npr9	Constituent	YER088C				
npr9	Constituent	YER093C				
npr9	Constituent	YER114C				
npr9	Constituent	YER132C				
npr9	Constituent	YFL004W				
npr9	Constituent	YFL042C				
npr9	Constituent	YFR034C				
npr9	Constituent	YGL197W				
npr9	Constituent	YHL003C				
npr9	Constituent	YHR009C				
npr9	Constituent	YHR082C	Kinase			
npr9	Constituent	YHR117W				
npr9	Constituent	YIL047C				
npr9	Constituent	YIL074C				
npr9	Constituent	YJL005W				
npr9	Constituent	YJL020C				
npr9	Constituent	YJL042W				
npr9	Constituent	YJL084C				
npr9	Constituent	YJL146W				
npr9	Constituent	YJR001W				
npr9	Constituent	YJR049C				
npr9	Constituent	YKL008C				
npr9	Constituent	YKL064W				
npr9	Constituent	YKL088W				
npr9	Constituent	YKL185W				
npr9	Constituent	YKR031C				
npr9	Constituent	YLL018C				
npr9	Constituent	YLL029W				
npr9	Constituent	YLR045C				
npr9	Constituent	YLR190W				
npr9	Constituent	YLR219W				
npr9	Constituent	YLR259C				
npr9	Constituent	YLR319C				
npr9	Constituent	YLR371W				
npr9	Constituent	YLR410W				
npr9	Constituent	YMR037C				
npr9	Constituent	YMR219W				
npr9	Constituent	YNL076W				
npr9	Constituent	YNL167C				
npr9	Constituent	YOL081W				
npr9	Constituent	YOR018W				
npr9	Constituent	YOR093C				
npr9	Constituent	YOR156C				
npr9	Constituent	YOR324C				
npr9	Constituent	YOR352W				
npr9	Constituent	YPL019C				
npr9	Constituent	YPR032W				
npr9	Constituent	YPR091C				
pde2ra66	Constituent	YKL140W				
pde2ra66	Constituent	YLL015W				
cdc14rd37	Constituent	YGR278W				
cdc14rd37	Constituent	YHL023C				
cdc14rd37	Constituent	YLR257W				
cdc14rd37	Constituent	YML029W				
cdc14rd37	Constituent	YOR204W				
cdc14rd37	Constituent	YPR095C				
hog1rd56	Constituent	YBL085W				
hog1rd56	Constituent	YDR006C				
hog1rd56	Constituent	YDR379W				
hog1rd56	Constituent	YJL128C	Kinase			
hog1rd56	Constituent	YEL046C				
hog1rd56	Constituent	YIL129C				
npr14	Constituent	YAL031C				
npr14	Constituent	YBL051C				
npr14	Constituent	YBL085W				
npr14	Constituent	YDL070W				
npr14	Constituent	YDR186C				
npr14	Constituent	YDR326C				
npr14	Constituent	YEL015W				
npr14	Constituent	YEL022W				
npr14	Constituent	YER088C				
npr14	Constituent	YER129W	Kinase			
npr14	Constituent	YER155C				
npr14	Constituent	YGL178W				
npr14	Constituent	YGR196C				
npr14	Constituent	YGR237C				
npr14	Constituent	YHR102W	Kinase			
npr14	Constituent	YHR159W				
npr14	Constituent	YIL129C				
npr14	Constituent	YIL159W				
npr14	Constituent	YKL176C				
npr14	Constituent	YLR190W				
npr14	Constituent	YLR309C				
npr14	Constituent	YLR405W				
npr14	Constituent	YML017W				
npr14	Constituent	YMR086W				
npr14	Constituent	YMR261C				
npr14	Constituent	YMR275C				
npr14	Constituent	YNL267W				
npr14	Constituent	YNL271C				
npr14	Constituent	YOL059W				
npr14	Constituent	YPL020C				
npr14	Constituent	YPL137C				
npr14	Constituent	YPL155C				
npr14	Constituent	YPR185W				
npr14	Constituent	YPR190C				
pde2ra71	Constituent	YDR310C				
pde2ra71	Constituent	YIL047C				
pde2ra71	Constituent	YKL112W				
pde2ra71	Constituent	YOR204W				
pde2ra71	Constituent	YPR095C				
pde2rd72	Constituent	YEL046C				
