sif_style	Annotation	count	etype	matchType	matchType	filenames
YBR136W (d) YLR144C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YLR327C (u) YOL083W		1.0	ppi			rewired-BG-network-522_3_bgnet
YOL083W (u) YLR327C		1.0	ppi			rewired-BG-network-522_3_bgnet
YAL016W (u) YNL001W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL001W (u) YAL016W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLL043W (u) YPL037C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YPL037C (u) YLL043W		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YER148W (u) YPR047W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR047W (u) YER148W		1.0	ppi			rewired-BG-network-522_3_bgnet
YML085C (u) YOL045W		1.0	ppi			rewired-BG-network-522_3_bgnet
YOL045W (u) YML085C		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL031C (d) YGR276C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YCR077C (u) YDL161W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDL161W (u) YCR077C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR061W (d) YOL082W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YGL083W (u) YNL207W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL207W (u) YGL083W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL060W (u) YOL100W		1.0	ppi			rewired-BG-network-522_3_bgnet
YOL100W (u) YGL060W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL158W (u) YPR115W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR115W (u) YGL158W		1.0	ppi			rewired-BG-network-522_3_bgnet
YAR002W (u) YNL076W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL076W (u) YAR002W		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR160W (d) YBR118W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YGR033C (u) YHR027C		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR027C (u) YGR033C		1.0	ppi			rewired-BG-network-522_3_bgnet
YCR020WB (u) YFR010W		1.0	ppi			rewired-BG-network-522_3_bgnet
YFR010W (u) YCR020WB		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR477W (u) YNL099C		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL099C (u) YDR477W		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR211C (u) YNL001W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL001W (u) YBR211C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL129C (u) YOL100W		1.0	ppi			rewired-BG-network-522_3_bgnet
YOL100W (u) YGL129C		1.0	ppi			rewired-BG-network-522_3_bgnet
YER112W (u) YNL315C		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL315C (u) YER112W		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR065C (u) YPL204W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL204W (u) YBR065C		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR105W (u) YKL185W		1.0	ppi			rewired-BG-network-522_3_bgnet
YKL185W (u) YHR105W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR442C (u) YMR235C		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR235C (u) YLR442C		1.0	ppi			rewired-BG-network-522_3_bgnet
YDL191W (u) YER171W		1.0	ppi			rewired-BG-network-522_3_bgnet
YER171W (u) YDL191W		1.0	ppi			rewired-BG-network-522_3_bgnet
YKL195W (u) YPL037C		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL037C (u) YKL195W		1.0	ppi			rewired-BG-network-522_3_bgnet
Q0250 (u) YGR002C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGR002C (u) Q0250		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR293C (u) YGR268C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGR268C (u) YDR293C		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR082C (d) YJL051W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YHR082C (d) YOR327C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
RDN372 (u) YKR048C		1.0	ppi			rewired-BG-network-522_3_bgnet
YKR048C (u) RDN372		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR477W (d) YGL158W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YCR035C (u) YDR315C		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR315C (u) YCR035C		1.0	ppi			rewired-BG-network-522_3_bgnet
YBL093C (u) YOR254C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR254C (u) YBL093C		1.0	ppi			rewired-BG-network-522_3_bgnet
CYC300 (u) YGR034W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGR034W (u) CYC300		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR079C (u) YDR028C		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR028C (u) YBR079C		1.0	ppi			rewired-BG-network-522_3_bgnet
YJL011C (u) YMR272C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YMR272C (u) YJL011C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
CDC14RD36 (d) YER008C		1.0			Constituent	NaCl_module_edges_Randomized_3
YIL021W (u) YMR093W		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR093W (u) YIL021W		1.0	ppi			rewired-BG-network-522_3_bgnet
YER174C (u) YPL211W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL211W (u) YER174C		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR118C (u) YLR182W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR182W (u) YHR118C		1.0	ppi			rewired-BG-network-522_3_bgnet
YJL095W (d) YJL090C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YOL001W (d) YLR093C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YGR106C (u) YIL144W		1.0	ppi			rewired-BG-network-522_3_bgnet
YIL144W (u) YGR106C		1.0	ppi			rewired-BG-network-522_3_bgnet
YJR138W (u) YLR212C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR212C (u) YJR138W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR261C (d) YLR259C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YER162C (u) YMR043W		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR043W (u) YER162C		1.0	ppi			rewired-BG-network-522_3_bgnet
YFR028C (u) YGL005C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL005C (u) YFR028C		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR049C (u) YNL041C		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL041C (u) YMR049C		1.0	ppi			rewired-BG-network-522_3_bgnet
YFL033C (d) YDL002C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YGL120C (u) YLR026C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR026C (u) YGL120C		1.0	ppi			rewired-BG-network-522_3_bgnet
Q0250 (u) YLR340W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR340W (u) Q0250		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR145W (u) YIR015W		1.0	ppi			rewired-BG-network-522_3_bgnet
YIR015W (u) YDR145W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR096W (d) CYC120		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YER164W (u) YLR207W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR207W (u) YER164W		1.0	ppi			rewired-BG-network-522_3_bgnet
YML095C (u) YNL084C		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL084C (u) YML095C		1.0	ppi			rewired-BG-network-522_3_bgnet
YCR012W (u) YLR216C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR216C (u) YCR012W		1.0	ppi			rewired-BG-network-522_3_bgnet
YCR072C (u) YMR216C		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR216C (u) YCR072C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR002C (u) YNL182C		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL182C (u) YLR002C		1.0	ppi			rewired-BG-network-522_3_bgnet
YER139C (d) SNR24		1.0	phosphatase_substrate			rewired-BG-network-522_3_bgnet
YEL022W (u) YPL167C		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL167C (u) YEL022W		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR001W (u) YPL248C		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL248C (u) YOR001W		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR079C (d) YHR200W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YER172C (u) YJR130C		1.0	ppi			rewired-BG-network-522_3_bgnet
YJR130C (u) YER172C		1.0	ppi			rewired-BG-network-522_3_bgnet
YDL176W (u) YNL166C		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL166C (u) YDL176W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL180W (d) YOL018C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YGL005C (u) YJL098W		1.0	ppi			rewired-BG-network-522_3_bgnet
YJL098W (u) YGL005C		1.0	ppi			rewired-BG-network-522_3_bgnet
YKL009W (u) YPL078C		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL078C (u) YKL009W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL059W (d) YOR181W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YNL307C (d) YKL166C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YCL029C (u) YLR009W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR009W (u) YCL029C		1.0	ppi			rewired-BG-network-522_3_bgnet
YER065C (u) YER172C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YER172C (u) YER065C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YGL172W (u) YGL181W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL181W (u) YGL172W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLL039C (u) YLR347C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR347C (u) YLL039C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL111W (u) YNL131W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL131W (u) YGL111W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL180W (d) YPR104C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YBR082C (u) YMR049C		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR049C (u) YBR082C		1.0	ppi			rewired-BG-network-522_3_bgnet
YCR082W (u) YLR113W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR113W (u) YCR082W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR481C (u) YER102W		1.0	ppi			rewired-BG-network-522_3_bgnet
YER102W (u) YDR481C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR332W (d) HOG1RA51		1.0			Shared_Interaction	NaCl_module_edges_Randomized_3
YHR086W (u) YLR166C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR166C (u) YHR086W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR177W (u) YPR106W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR106W (u) YDR177W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGR243W (u) YHR195W		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR195W (u) YGR243W		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR272C (u) YJR076C		1.0	ppi			rewired-BG-network-522_3_bgnet
YJR076C (u) YBR272C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL122C (u) YPR183W		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YPR183W (u) YGL122C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YJL084C (u) YLR453C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR453C (u) YJL084C		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR135C (d) YGR276C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YDR375C (u) YLR045C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR045C (u) YDR375C		1.0	ppi			rewired-BG-network-522_3_bgnet
YDL002C (u) YPL213W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL213W (u) YDL002C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGR103W (u) YML037C		1.0	ppi			rewired-BG-network-522_3_bgnet
YML037C (u) YGR103W		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR257W (u) YPR070W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR070W (u) YBR257W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR175W (u) YLR240W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR240W (u) YLR175W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDL147W (u) YKR094C		1.0	ppi			rewired-BG-network-522_3_bgnet
YKR094C (u) YDL147W		1.0	ppi			rewired-BG-network-522_3_bgnet
YBL016W (d) YML103C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YGL142C (u) YMR049C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YMR049C (u) YGL142C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YGR086C (u) YPR190C		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR190C (u) YGR086C		1.0	ppi			rewired-BG-network-522_3_bgnet
YJL141C (u) YNL255C		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL255C (u) YJL141C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR157C (d) YLR342W		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YDR301W (u) YOR322C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR322C (u) YDR301W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDL047W (d) YDL003W		1.0	phosphatase_substrate			rewired-BG-network-522_3_bgnet
YHR152W (u) YKL210W		1.0	ppi			rewired-BG-network-522_3_bgnet
YKL210W (u) YHR152W		1.0	ppi			rewired-BG-network-522_3_bgnet
YER161C (u) YJR094WA		1.0	ppi			rewired-BG-network-522_3_bgnet
YJR094WA (u) YER161C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL180W (d) YFL050C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YIL022W (u) YLR109W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR109W (u) YIL022W		1.0	ppi			rewired-BG-network-522_3_bgnet
CX84 (u) YDR225W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR225W (u) CX84		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR288W (u) YOR185C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR185C (u) YDR288W		1.0	ppi			rewired-BG-network-522_3_bgnet
YJL109C (u) YNL068C		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL068C (u) YJL109C		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR381W (u) YLL036C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLL036C (u) YDR381W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL208W (u) YLR438CA		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR438CA (u) YGL208W		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR200W (u) YPL167C		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL167C (u) YBR200W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL307C (d) YNL178W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YDL147W (u) YNL207W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL207W (u) YDL147W		1.0	ppi			rewired-BG-network-522_3_bgnet
YEL034W (d) NPI3		1.0			Shared_Interaction	NaCl_module_edges_Randomized_3
YBL046W (u) YIR002C		1.0	ppi			rewired-BG-network-522_3_bgnet
YIR002C (u) YBL046W		1.0	ppi			rewired-BG-network-522_3_bgnet
YEL005C (u) YPL269W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL269W (u) YEL005C		1.0	ppi			rewired-BG-network-522_3_bgnet
YFR038W (u) YGR232W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGR232W (u) YFR038W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLL039C (u) YOR048C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR048C (u) YLL039C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR026C (u) YPR052C		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR052C (u) YLR026C		1.0	ppi			rewired-BG-network-522_3_bgnet
YAR010C (u) YOL070C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOL070C (u) YAR010C		1.0	ppi			rewired-BG-network-522_3_bgnet
NPR16 (d) YHR205W	Kinase	1.0			Constituent	NaCl_module_edges_Randomized_3
YNL255C (d) HOG1ID46		1.0			Shared_Interaction	NaCl_module_edges_Randomized_3
YBR193C (u) YPL004C		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL004C (u) YBR193C		1.0	ppi			rewired-BG-network-522_3_bgnet
YFL024C (u) YNL136W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL136W (u) YFL024C		1.0	ppi			rewired-BG-network-522_3_bgnet
YIR027C (u) YMR127C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YMR127C (u) YIR027C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YFR030W (u) YMR102C		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR102C (u) YFR030W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL131W (u) YNL161W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL161W (u) YNL131W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR087C (u) YKL185W		1.0	ppi			rewired-BG-network-522_3_bgnet
YKL185W (u) YDR087C		1.0	ppi			rewired-BG-network-522_3_bgnet
YJR094C (u) YOR323C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YOR323C (u) YJR094C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YER125W (d) YPR030W		1.0	ubiquitination			rewired-BG-network-522_3_bgnet
YGR013W (u) YOR157C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR157C (u) YGR013W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR137W (u) YJR115W		1.0	ppi			rewired-BG-network-522_3_bgnet
YJR115W (u) YDR137W		1.0	ppi			rewired-BG-network-522_3_bgnet
YER017C (u) YPL203W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPL203W (u) YER017C		1.0	ppi			rewired-BG-network-522_3_bgnet
YIL131C (u) YLR318W		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR318W (u) YIL131C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGR172C (u) YJR042W		1.0	ppi			rewired-BG-network-522_3_bgnet
YJR042W (u) YGR172C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOL113W (d) YJL176C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YDR206W (u) YNL222W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL222W (u) YDR206W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR060W (u) YGL013C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL013C (u) YDR060W		1.0	ppi			rewired-BG-network-522_3_bgnet
YJR059W (d) YDL168W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YPL031C (d) YMR115W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YGL161C (u) YKL074C		1.0	ppi			rewired-BG-network-522_3_bgnet
YKL074C (u) YGL161C		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR258C (u) YGL122C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL122C (u) YBR258C		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR034C (d) YKR014C		1.0	methylation			rewired-BG-network-522_3_bgnet
YFR014C (d) YNL136W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YER165W (u) YMR309C		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR309C (u) YER165W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR087C (u) YKL057C		1.0	ppi			rewired-BG-network-522_3_bgnet
YKL057C (u) YDR087C		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR164C (u) YHR149C		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR149C (u) YBR164C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR078C (u) YPR001W		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YPR001W (u) YLR078C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YBR059C (u) YOL116W		1.0	ppi			rewired-BG-network-522_3_bgnet
YOL116W (u) YBR059C		1.0	ppi			rewired-BG-network-522_3_bgnet
YJL164C (d) YOR182C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YJL095W (u) YJR130C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YJR130C (u) YJL095W		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YDL160C (u) YPR143W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR143W (u) YDL160C		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR145W (u) YPR106W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR106W (u) YDR145W		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR079C (d) YLL008W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YFL039C (u) YOR002W		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR002W (u) YFL039C		1.0	ppi			rewired-BG-network-522_3_bgnet
YIL009W (u) YLR098C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YLR098C (u) YIL009W		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YEL009C (u) YKL145W		1.0	ppi			rewired-BG-network-522_3_bgnet
YKL145W (u) YEL009C		1.0	ppi			rewired-BG-network-522_3_bgnet
YBL047C (u) YDL014W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDL014W (u) YBL047C		1.0	ppi			rewired-BG-network-522_3_bgnet
YJL031C (u) YLR215C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR215C (u) YJL031C		1.0	ppi			rewired-BG-network-522_3_bgnet
YIL053W (u) YKR008W		1.0	ppi			rewired-BG-network-522_3_bgnet
YKR008W (u) YIL053W		1.0	ppi			rewired-BG-network-522_3_bgnet
YGR240C (u) YJR052W		1.0	ppi			rewired-BG-network-522_3_bgnet
YJR052W (u) YGR240C		1.0	ppi			rewired-BG-network-522_3_bgnet
YIL035C (d) YLL039C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YNL154C (d) YFR052W		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YFL009W (d) YPR162C		1.0	ubiquitination			rewired-BG-network-522_3_bgnet
YLL039C (d) YPR152C		1.0	ubiquitination			rewired-BG-network-522_3_bgnet
NPR9 (d) YJL146W		1.0			Constituent	NaCl_module_edges_Randomized_3
YER095W (u) YGL127C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL127C (u) YER095W		1.0	ppi			rewired-BG-network-522_3_bgnet
YBR247C (u) YHR058C		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR058C (u) YBR247C		1.0	ppi			rewired-BG-network-522_3_bgnet
YGL180W (d) YBR170C		1.0	kinase_substrate			rewired-BG-network-522_3_bgnet
YGR095C (u) YPR115W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR115W (u) YGR095C		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR001C (u) YNL287W		1.0	ppi			rewired-BG-network-522_3_bgnet
YNL287W (u) YMR001C		1.0	ppi			rewired-BG-network-522_3_bgnet
YKL127W (u) YOL145C		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YOL145C (u) YKL127W		1.0	metabolic_pathway			rewired-BG-network-522_3_bgnet
YDR224C (u) YLL039C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLL039C (u) YDR224C		1.0	ppi			rewired-BG-network-522_3_bgnet
YDR265W (u) YHR216W		1.0	ppi			rewired-BG-network-522_3_bgnet
YHR216W (u) YDR265W		1.0	ppi			rewired-BG-network-522_3_bgnet
YCR057C (u) YOR327C		1.0	ppi			rewired-BG-network-522_3_bgnet
YOR327C (u) YCR057C		1.0	ppi			rewired-BG-network-522_3_bgnet
YLR116W (u) YPR056W		1.0	ppi			rewired-BG-network-522_3_bgnet
YPR056W (u) YLR116W		1.0	ppi			rewired-BG-network-522_3_bgnet
NPI3 (d) YHR159W		1.0			Constituent	NaCl_module_edges_Randomized_3
YCR093W (u) YMR140W		1.0	ppi			rewired-BG-network-522_3_bgnet
YMR140W (u) YCR093W		1.0	ppi			rewired-BG-network-522_3_bgnet
YDL091C (u) YPR103W		1.0	ppi			rewired-BG-network-522_3_bgnet
