sif_style	Annotation	count	etype	matchType	matchType	filenames
YBR159W (u) YHR154W		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR154W (u) YBR159W		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL187C (u) YNR009W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNR009W (u) YGL187C		1.0	ppi			rewired-BG-network-807_0_bgnet
RDN252 (u) YOL068C		1.0	ppi			rewired-BG-network-807_0_bgnet
YOL068C (u) RDN252		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR186W (u) YOL077C		1.0	ppi			rewired-BG-network-807_0_bgnet
YOL077C (u) YMR186W		1.0	ppi			rewired-BG-network-807_0_bgnet
SNR128 (u) YDL140C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL140C (u) SNR128		1.0	ppi			rewired-BG-network-807_0_bgnet
YBL007C (u) YLR345W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR345W (u) YBL007C		1.0	ppi			rewired-BG-network-807_0_bgnet
YFL042C (u) YNL139C		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL139C (u) YFL042C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR510W (u) YHR108W		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR108W (u) YDR510W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL002C (u) YOR217W		1.0	ppi			rewired-BG-network-807_0_bgnet
YOR217W (u) YDL002C		1.0	ppi			rewired-BG-network-807_0_bgnet
YPL203W (d) YLR125W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YNL154C (d) YNL068C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YER040W (u) YKL028W		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL028W (u) YER040W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR121W (u) YNL178W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL178W (u) YDR121W		1.0	ppi			rewired-BG-network-807_0_bgnet
YJL050W (u) YPR141C		1.0	ppi			rewired-BG-network-807_0_bgnet
YPR141C (u) YJL050W		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR061W (u) YPL129W		1.0	ppi			rewired-BG-network-807_0_bgnet
YPL129W (u) YMR061W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR404C (u) YER154W		1.0	ppi			rewired-BG-network-807_0_bgnet
YER154W (u) YDR404C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL150C (u) YHR058C		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR058C (u) YGL150C		1.0	ppi			rewired-BG-network-807_0_bgnet
YPL026C (d) YPL195W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YDR440W (d) YKR016W		1.0	methylation			rewired-BG-network-807_0_bgnet
YFR028C (d) YGL158W		1.0	phosphatase_substrate			rewired-BG-network-807_0_bgnet
YCR093W (u) YLR306W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR306W (u) YCR093W		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL105W (u) YGL201C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL201C (u) YGL105W		1.0	ppi			rewired-BG-network-807_0_bgnet
YGR148C (u) YIL115C		1.0	ppi			rewired-BG-network-807_0_bgnet
YIL115C (u) YGR148C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR356W (u) YMR184W		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR184W (u) YDR356W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL103C (u) YDL140C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL140C (u) YDL103C		1.0	ppi			rewired-BG-network-807_0_bgnet
CDC14RD36 (d) YER008C		1.0			Constituent	NaCl_module_edges_Randomized_0
YDR201W (u) YLR182W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR182W (u) YDR201W		1.0	ppi			rewired-BG-network-807_0_bgnet
YBL016W (d) YNL106C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YBR200W (u) YHR205W		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR205W (u) YBR200W		1.0	ppi			rewired-BG-network-807_0_bgnet
YCR012W (u) YMR036C		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR036C (u) YCR012W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL103C (u) YKL172W		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL172W (u) YDL103C		1.0	ppi			rewired-BG-network-807_0_bgnet
YFL033C (u) YOR098C		1.0	ppi			rewired-BG-network-807_0_bgnet
YOR098C (u) YFL033C		1.0	ppi			rewired-BG-network-807_0_bgnet
YBR198C (u) YPR069C		1.0	ppi			rewired-BG-network-807_0_bgnet
YPR069C (u) YBR198C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL179C (d) YGL216W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YER031C (u) YOL072W		1.0	ppi			rewired-BG-network-807_0_bgnet
YOL072W (u) YER031C		1.0	ppi			rewired-BG-network-807_0_bgnet
YEL013W (u) YIL133C		1.0	ppi			rewired-BG-network-807_0_bgnet
YIL133C (u) YEL013W		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR104W (u) YNL101W		1.0	metabolic_pathway			rewired-BG-network-807_0_bgnet
YNL101W (u) YHR104W		1.0	metabolic_pathway			rewired-BG-network-807_0_bgnet
YOR244W (d) YDR143C		1.0	acetylation			rewired-BG-network-807_0_bgnet
YLR449W (u) YMR216C		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR216C (u) YLR449W		1.0	ppi			rewired-BG-network-807_0_bgnet
YML012W (u) YNL030W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL030W (u) YML012W		1.0	ppi			rewired-BG-network-807_0_bgnet
YFR014C (d) CX95		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YDR447C (u) YNL312W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL312W (u) YDR447C		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR005CA (u) YLR265C		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR265C (u) YHR005CA		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL201W (u) YDR363WA		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR363WA (u) YDL201W		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL120C (u) YLR026C		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR026C (u) YGL120C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGR184C (u) YNL031C		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL031C (u) YGR184C		1.0	ppi			rewired-BG-network-807_0_bgnet
YOR351C (d) YLR249W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YAR007C (u) YLR340W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR340W (u) YAR007C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL161W (u) YOL144W		1.0	ppi			rewired-BG-network-807_0_bgnet
YOL144W (u) YDL161W		1.0	ppi			rewired-BG-network-807_0_bgnet
YJL164C (d) CX95		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YJL164C (d) YML031W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YOL045W (d) SNR30		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YFL029C (d) YKL145W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YJL076W (u) YNL207W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL207W (u) YJL076W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR026C (u) YLR147C		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR147C (u) YLR026C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL184C (u) YKL135C		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL135C (u) YDL184C		1.0	ppi			rewired-BG-network-807_0_bgnet
YPL031C (d) YPR133C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YNL154C (d) YNL255C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YGL038C (u) YNL031C		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL031C (u) YGL038C		1.0	ppi			rewired-BG-network-807_0_bgnet
YBL018C (u) YER020W		1.0	ppi			rewired-BG-network-807_0_bgnet
YER020W (u) YBL018C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL180W (d) YOL018C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YJR059W (d) YNL215W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YMR039C (u) YMR128W		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR128W (u) YMR039C		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL154C (d) YDR101C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YDR079CA (u) YOR335C		1.0	ppi			rewired-BG-network-807_0_bgnet
YOR335C (u) YDR079CA		1.0	ppi			rewired-BG-network-807_0_bgnet
YER151C (u) YGL112C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL112C (u) YER151C		1.0	ppi			rewired-BG-network-807_0_bgnet
YBR085W (u) YPL204W		1.0	ppi			rewired-BG-network-807_0_bgnet
YPL204W (u) YBR085W		1.0	ppi			rewired-BG-network-807_0_bgnet
YCR088W (u) YPR041W		1.0	ppi			rewired-BG-network-807_0_bgnet
YPR041W (u) YCR088W		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR143W (u) YNL131W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL131W (u) YMR143W		1.0	ppi			rewired-BG-network-807_0_bgnet
YIL010W (u) YMR069W		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR069W (u) YIL010W		1.0	ppi			rewired-BG-network-807_0_bgnet
YBR160W (d) YMR047C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YPL141C (d) YLR350W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YHR135C (d) YDL065C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YPL069C (u) YPL106C		1.0	metabolic_pathway			rewired-BG-network-807_0_bgnet
YPL106C (u) YPL069C		1.0	metabolic_pathway			rewired-BG-network-807_0_bgnet
YBR254C (u) YNL069C		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL069C (u) YBR254C		1.0	ppi			rewired-BG-network-807_0_bgnet
YHL007C (d) YNL299W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YJR062C (u) YOR007C		1.0	ppi			rewired-BG-network-807_0_bgnet
YOR007C (u) YJR062C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL126C (u) YOL121C		1.0	ppi			rewired-BG-network-807_0_bgnet
YOL121C (u) YDL126C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL044C (u) YGR156W		1.0	ppi			rewired-BG-network-807_0_bgnet
YGR156W (u) YGL044C		1.0	ppi			rewired-BG-network-807_0_bgnet
CX32 (u) YFL034CA		1.0	ppi			rewired-BG-network-807_0_bgnet
YFL034CA (u) CX32		1.0	ppi			rewired-BG-network-807_0_bgnet
YEL048C (u) YGL122C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL122C (u) YEL048C		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL014C (u) YNL263C		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL263C (u) YKL014C		1.0	ppi			rewired-BG-network-807_0_bgnet
YBR010W (u) YJL039C		1.0	ppi			rewired-BG-network-807_0_bgnet
YJL039C (u) YBR010W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR432W (u) YMR284W		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR284W (u) YDR432W		1.0	ppi			rewired-BG-network-807_0_bgnet
TRACGL (u) YLR268W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR268W (u) TRACGL		1.0	ppi			rewired-BG-network-807_0_bgnet
YIL002C (u) YMR058W		1.0	metabolic_pathway			rewired-BG-network-807_0_bgnet
YMR058W (u) YIL002C		1.0	metabolic_pathway			rewired-BG-network-807_0_bgnet
YDR076W (u) YER016W		1.0	ppi			rewired-BG-network-807_0_bgnet
YER016W (u) YDR076W		1.0	ppi			rewired-BG-network-807_0_bgnet
YJR019C (u) YNL236W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL236W (u) YJR019C		1.0	ppi			rewired-BG-network-807_0_bgnet
YPL153C (d) YGR177C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YPL031C (d) YPL178W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YBR081C (u) YNL262W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL262W (u) YBR081C		1.0	ppi			rewired-BG-network-807_0_bgnet
YBL085W (u) YNL124W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL124W (u) YBL085W		1.0	ppi			rewired-BG-network-807_0_bgnet
YBL101C (u) YMR138W		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR138W (u) YBL101C		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL041W (u) YLR069C		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR069C (u) YKL041W		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR135C (d) YGR276C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YFL007W (u) YGR270W		1.0	ppi			rewired-BG-network-807_0_bgnet
YGR270W (u) YFL007W		1.0	ppi			rewired-BG-network-807_0_bgnet
YJR059W (d) YER126C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YGL008C (u) YPL046C		1.0	ppi			rewired-BG-network-807_0_bgnet
YPL046C (u) YGL008C		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL101W (d) YOR089C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YGR262C (d) YDL056W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YKL155C (u) YOR230W		1.0	ppi			rewired-BG-network-807_0_bgnet
YOR230W (u) YKL155C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL147W (u) YKR094C		1.0	ppi			rewired-BG-network-807_0_bgnet
YKR094C (u) YDL147W		1.0	ppi			rewired-BG-network-807_0_bgnet
YCR093W (u) YHR174W		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR174W (u) YCR093W		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL161C (u) YKR037C		1.0	ppi			rewired-BG-network-807_0_bgnet
YKR037C (u) YKL161C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL245W (u) YLR449W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR449W (u) YGL245W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL298W (d) YOR064C		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YGL060W (u) YPR190C		1.0	ppi			rewired-BG-network-807_0_bgnet
YPR190C (u) YGL060W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL081C (u) YJR035W		1.0	ppi			rewired-BG-network-807_0_bgnet
YJR035W (u) YDL081C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGR162W (u) YKL101W		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL101W (u) YGR162W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL053C (u) YLL039C		1.0	ppi			rewired-BG-network-807_0_bgnet
YLL039C (u) YDL053C		1.0	ppi			rewired-BG-network-807_0_bgnet
YFR014C (d) YNL021W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YDL140C (u) YKL214C		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL214C (u) YDL140C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR381W (u) YLL036C		1.0	ppi			rewired-BG-network-807_0_bgnet
YLL036C (u) YDR381W		1.0	ppi			rewired-BG-network-807_0_bgnet
YEL058W (u) YFR031C		1.0	ppi			rewired-BG-network-807_0_bgnet
YFR031C (u) YEL058W		1.0	ppi			rewired-BG-network-807_0_bgnet
YCL050C (u) YLR251W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR251W (u) YCL050C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL047W (u) YDR301W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR301W (u) YDL047W		1.0	ppi			rewired-BG-network-807_0_bgnet
YBR010W (u) YML109W		1.0	ppi			rewired-BG-network-807_0_bgnet
YML109W (u) YBR010W		1.0	ppi			rewired-BG-network-807_0_bgnet
YER020W (u) YNL096C		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL096C (u) YER020W		1.0	ppi			rewired-BG-network-807_0_bgnet
YBR009C (u) YDR201W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR201W (u) YBR009C		1.0	ppi			rewired-BG-network-807_0_bgnet
YBR135W (u) YNR031C		1.0	ppi			rewired-BG-network-807_0_bgnet
YNR031C (u) YBR135W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDL025C (u) YIL053W		1.0	ppi			rewired-BG-network-807_0_bgnet
YIL053W (u) YDL025C		1.0	ppi			rewired-BG-network-807_0_bgnet
YCL037C (u) YGR267C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGR267C (u) YCL037C		1.0	ppi			rewired-BG-network-807_0_bgnet
YCL057CA (u) YDR113C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR113C (u) YCL057CA		1.0	ppi			rewired-BG-network-807_0_bgnet
YCR077C (u) YPL092W		1.0	ppi			rewired-BG-network-807_0_bgnet
YPL092W (u) YCR077C		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR066W (u) YJL194W		1.0	ppi			rewired-BG-network-807_0_bgnet
YJL194W (u) YHR066W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR265W (u) YKL155C		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL155C (u) YDR265W		1.0	ppi			rewired-BG-network-807_0_bgnet
YER012W (u) YNL188W		1.0	ppi			rewired-BG-network-807_0_bgnet
YNL188W (u) YER012W		1.0	ppi			rewired-BG-network-807_0_bgnet
NPR16 (d) YHR205W	Kinase	1.0			Constituent	NaCl_module_edges_Randomized_0
TDGUCG2 (u) YLR103C		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR103C (u) TDGUCG2		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR054C (u) YKL145W		1.0	ppi			rewired-BG-network-807_0_bgnet
YKL145W (u) YDR054C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR079CA (u) YIL106W		1.0	ppi			rewired-BG-network-807_0_bgnet
YIL106W (u) YDR079CA		1.0	ppi			rewired-BG-network-807_0_bgnet
YBR098W (u) YJR093C		1.0	ppi			rewired-BG-network-807_0_bgnet
YJR093C (u) YBR098W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR423C (u) YPR018W		1.0	ppi			rewired-BG-network-807_0_bgnet
YPR018W (u) YLR423C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGR098C (u) YKR008W		1.0	ppi			rewired-BG-network-807_0_bgnet
YKR008W (u) YGR098C		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL093W (u) YGL100W		1.0	ppi			rewired-BG-network-807_0_bgnet
YGL100W (u) YGL093W		1.0	ppi			rewired-BG-network-807_0_bgnet
YJL106W (d) YDR510W		1.0	kinase_substrate			rewired-BG-network-807_0_bgnet
YCL017C (u) YHR014W		1.0	ppi			rewired-BG-network-807_0_bgnet
YHR014W (u) YCL017C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR207C (u) YMR291W		1.0	ppi			rewired-BG-network-807_0_bgnet
YMR291W (u) YDR207C		1.0	ppi			rewired-BG-network-807_0_bgnet
YBR123C (u) YDR439W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR439W (u) YBR123C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR224C (u) YML114C		1.0	ppi			rewired-BG-network-807_0_bgnet
YML114C (u) YDR224C		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR477W (u) YPR188C		1.0	ppi			rewired-BG-network-807_0_bgnet
YPR188C (u) YDR477W		1.0	ppi			rewired-BG-network-807_0_bgnet
YER133W (u) YFR035C		1.0	ppi			rewired-BG-network-807_0_bgnet
YFR035C (u) YER133W		1.0	ppi			rewired-BG-network-807_0_bgnet
YJL050W (u) YLR303W		1.0	ppi			rewired-BG-network-807_0_bgnet
YLR303W (u) YJL050W		1.0	ppi			rewired-BG-network-807_0_bgnet
YDR103W (u) YOR249C		1.0	ppi			rewired-BG-network-807_0_bgnet
YOR249C (u) YDR103W		1.0	ppi			rewired-BG-network-807_0_bgnet
